INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1995-015AR,40439,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,97.59,99.01,652,634,,,0,SMALL,7346,1995,15,AR,Y,DMSP 5D-2 F13 DEB,1995-015AR,40439
1968-091AE,3679,DEBRIS,COSMOS 249 DEB *,CIS,1968-10-20,TTMTR,,105.01,62.77,1432,558,,,0,SMALL,7344,1968,91,AE,Y,COSMOS 249 DEB *,1968-091AE,3679
1995-015AP,40437,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.03,98.73,835,781,,,0,SMALL,7346,1995,15,AP,Y,DMSP 5D-2 F13 DEB,1995-015AP,40437
1969-009B,3670,ROCKET BODY,DELTA 1 R/B,US,1969-01-30,AFWTR,,125.87,88.43,3309,574,,,0,MEDIUM,7344,1969,9,B,Y,DELTA 1 R/B,1969-009B,3670
1995-015AN,40436,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,105.21,98.81,1178,830,,,0,SMALL,7346,1995,15,AN,Y,DMSP 5D-2 F13 DEB,1995-015AN,40436
2009-072D,38325,DEBRIS,CZ-4C DEB,PRC,2009-12-15,TSC,,106.97,100.37,1204,969,,,0,SMALL,7338,2009,72,D,Y,CZ-4C DEB,2009-072D,38325
1999-025EAD,36707,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.08,98.95,896,818,,,0,SMALL,7343,1999,25,EAD,Y,FENGYUN 1C DEB,1999-025EAD,36707
1995-015AM,40435,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.94,98.29,888,814,,,0,SMALL,7346,1995,15,AM,Y,DMSP 5D-2 F13 DEB,1995-015AM,40435
2011-043C,38313,DEBRIS,CZ-4B DEB,PRC,2011-08-15,TSC,,106.60,99.60,1234,904,,,0,SMALL,7338,2011,43,C,Y,CZ-4B DEB,2011-043C,38313
2011-079E,38311,DEBRIS,CZ-4B DEB,PRC,2011-12-22,TSC,,100.01,98.21,846,672,,,0,SMALL,7338,2011,79,E,Y,CZ-4B DEB,2011-079E,38311
1988-005AL,38283,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.35,82.55,934,900,,,0,SMALL,7338,1988,5,AL,Y,METEOR 2-17 DEB,1988-005AL,38283
1999-025DZW,36700,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.08,99.82,1066,836,,,0,SMALL,7343,1999,25,DZW,Y,FENGYUN 1C DEB,1999-025DZW,36700
1999-025DZP,36693,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.01,97.59,769,558,,,0,SMALL,7343,1999,25,DZP,Y,FENGYUN 1C DEB,1999-025DZP,36693
1995-015Y,40411,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.99,98.87,874,831,,,0,SMALL,7346,1995,15,Y,Y,DMSP 5D-2 F13 DEB,1995-015Y,40411
1979-095BW,38276,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.63,81.20,845,827,,,0,SMALL,7338,1979,95,BW,Y,METEOR 2-5 DEB,1979-095BW,38276
1995-015T,40406,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.39,98.70,790,765,,,0,SMALL,7346,1995,15,T,Y,DMSP 5D-2 F13 DEB,1995-015T,40406
1979-095BS,38272,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.65,81.20,856,817,,,0,SMALL,7338,1979,95,BS,Y,METEOR 2-5 DEB,1979-095BS,38272
2012-020C,38270,DEBRIS,TIANHUI 1-02 DEB,PRC,2012-05-06,JSC,,95.23,97.33,602,457,,,0,SMALL,7338,2012,20,C,Y,TIANHUI 1-02 DEB,2012-020C,38270
2008-061C,38264,DEBRIS,YAOGAN 4 DEB,PRC,2008-12-01,JSC,,101.53,97.88,1022,640,,,0,SMALL,7338,2008,61,C,Y,YAOGAN 4 DEB,2008-061C,38264
2007-019B,38262,DEBRIS,YAOGAN 2 DEB,PRC,2007-05-25,JSC,,100.31,97.82,904,642,,,0,SMALL,7338,2007,19,B,Y,YAOGAN 2 DEB,2007-019B,38262
1968-112B,3605,PAYLOAD,OPS 7684,US,1968-12-12,AFWTR,,114.24,80.36,1467,1376,,,0,MEDIUM,7344,1968,112,B,Y,OPS 7684,1968-112B,3605
2012-020A,38256,PAYLOAD,TIANHUI 1-02,PRC,2012-05-06,JSC,,94.53,97.42,506,485,,,0,LARGE,7338,2012,20,A,Y,TIANHUI 1-02,2012-020A,38256
1999-025DZG,36686,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.12,99.03,827,607,,,0,SMALL,7343,1999,25,DZG,Y,FENGYUN 1C DEB,1999-025DZG,36686
1995-015S,40405,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,102.05,98.89,955,756,,,0,SMALL,7346,1995,15,S,Y,DMSP 5D-2 F13 DEB,1995-015S,40405
2004-035C,28415,ROCKET BODY,CZ-4B R/B,PRC,2004-09-08,TSC,,95.56,97.61,581,510,,,0,LARGE,7340,2004,35,C,Y,CZ-4B R/B,2004-035C,28415
1966-041E,3591,DEBRIS,SCOUT A DEB,US,1966-05-19,AFWTR,,102.65,90.16,938,830,,,0,SMALL,7344,1966,41,E,Y,SCOUT A DEB,1966-041E,3591
1995-015M,40400,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.68,98.63,901,681,,,0,SMALL,7346,1995,15,M,Y,DMSP 5D-2 F13 DEB,1995-015M,40400
1983-022L,38839,DEBRIS,NOAA 8 DEB,US,1983-03-28,AFWTR,,95.99,98.42,571,562,,,0,SMALL,7344,1983,22,L,Y,NOAA 8 DEB,1983-022L,38839
1999-025EVP,38823,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.98,99.25,986,812,,,0,SMALL,7344,1999,25,EVP,Y,FENGYUN 1C DEB,1999-025EVP,38823
1968-097M,3559,DEBRIS,COSMOS 252 DEB,CIS,1968-11-01,TTMTR,,103.43,62.29,1343,499,,,0,SMALL,7344,1968,97,M,Y,COSMOS 252 DEB,1968-097M,3559
1999-025DYY,36678,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.46,98.33,895,665,,,0,SMALL,7343,1999,25,DYY,Y,FENGYUN 1C DEB,1999-025DYY,36678
1997-051ZD,38229,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,103.13,86.37,1082,731,,,0,SMALL,7338,1997,51,ZD,Y,IRIDIUM 33 DEB,1997-051ZD,38229
1999-025DYF,36661,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.37,98.96,839,809,,,0,SMALL,7343,1999,25,DYF,Y,FENGYUN 1C DEB,1999-025DYF,36661
1997-051YZ,38225,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,102.31,86.32,1006,730,,,0,SMALL,7338,1997,51,YZ,Y,IRIDIUM 33 DEB,1997-051YZ,38225
1999-025DXP,36645,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.68,98.50,1310,836,,,0,SMALL,7343,1999,25,DXP,Y,FENGYUN 1C DEB,1999-025DXP,36645
1993-036BTM,38221,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.03,74.01,719,610,,,0,SMALL,7338,1993,36,BTM,Y,COSMOS 2251 DEB,1993-036BTM,38221
1993-036BTG,38216,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,96.04,74.02,578,560,,,0,SMALL,7338,1993,36,BTG,Y,COSMOS 2251 DEB,1993-036BTG,38216
1965-082PT,3462,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,,95.79,32.02,571,543,,,0,SMALL,7344,1965,82,PT,Y,TITAN 3C TRANSTAGE DEB,1965-082PT,3462
1993-036BTA,38210,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.93,74.02,675,645,,,0,SMALL,7338,1993,36,BTA,Y,COSMOS 2251 DEB,1993-036BTA,38210
1993-036BSQ,38200,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,95.84,74.06,617,501,,,0,SMALL,7338,1993,36,BSQ,Y,COSMOS 2251 DEB,1993-036BSQ,38200
1993-036BSN,38198,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.16,74.02,645,600,,,0,SMALL,7338,1993,36,BSN,Y,COSMOS 2251 DEB,1993-036BSN,38198
1993-036BEF,36617,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,96.50,73.97,649,532,,,0,SMALL,7343,1993,36,BEF,Y,COSMOS 2251 DEB,1993-036BEF,36617
1993-036BSG,38192,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.20,74.02,686,659,,,0,SMALL,7338,1993,36,BSG,Y,COSMOS 2251 DEB,1993-036BSG,38192
1993-036BSE,38190,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.29,74.05,737,712,,,0,SMALL,7338,1993,36,BSE,Y,COSMOS 2251 DEB,1993-036BSE,38190
1993-036BSC,38188,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.82,74.02,781,719,,,0,SMALL,7338,1993,36,BSC,Y,COSMOS 2251 DEB,1993-036BSC,38188
1966-040BB,38183,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.52,100.49,1153,1071,,,0,SMALL,7338,1966,40,BB,Y,NIMBUS 2 DEB,1966-040BB,38183
2004-025C,28368,PAYLOAD,DEMETER,FR,2004-06-29,TTMTR,,97.65,97.83,647,646,,,0,MEDIUM,7340,2004,25,C,Y,DEMETER,2004-025C,28368
1999-025ERG,38159,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.82,99.42,932,852,,,0,SMALL,7338,1999,25,ERG,Y,FENGYUN 1C DEB,1999-025ERG,38159
1999-025ERE,38157,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.00,99.67,1073,633,,,0,SMALL,7338,1999,25,ERE,Y,FENGYUN 1C DEB,1999-025ERE,38157
1999-025ERB,38154,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.26,98.49,706,549,,,0,SMALL,7338,1999,25,ERB,Y,FENGYUN 1C DEB,1999-025ERB,38154
1999-025EQP,38142,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.35,98.59,797,658,,,0,SMALL,7338,1999,25,EQP,Y,FENGYUN 1C DEB,1999-025EQP,38142
1980-073E,29199,DEBRIS,METEOR 2-6 DEB,CIS,1980-09-09,PKMTR,,100.79,81.22,817,775,,,0,SMALL,7342,1980,73,E,Y,METEOR 2-6 DEB,1980-073E,29199
1999-025EQG,38135,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.47,98.92,1001,655,,,0,SMALL,7338,1999,25,EQG,Y,FENGYUN 1C DEB,1999-025EQG,38135
1999-025EQE,38133,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.97,98.29,1189,797,,,0,SMALL,7338,1999,25,EQE,Y,FENGYUN 1C DEB,1999-025EQE,38133
1999-025EPT,38122,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.49,98.43,965,598,,,0,SMALL,7338,1999,25,EPT,Y,FENGYUN 1C DEB,1999-025EPT,38122
2014-080D,40341,ROCKET BODY,CZ-4C R/B,PRC,2014-12-10,JSC,,105.19,63.45,1245,761,,,0,LARGE,7346,2014,80,D,Y,CZ-4C R/B,2014-080D,40341
1999-025EPM,38116,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.92,98.92,905,794,,,0,SMALL,7338,1999,25,EPM,Y,FENGYUN 1C DEB,1999-025EPM,38116
2014-071B,40306,ROCKET BODY,CZ-2C R/B,PRC,2014-11-14,TSC,,93.20,97.33,443,420,,,0,LARGE,7346,2014,71,B,Y,CZ-2C R/B,2014-071B,40306
1976-103J,29196,DEBRIS,COSMOS 860 COOLANT,CIS,1976-10-17,TTMTR,,103.88,64.70,974,910,,,0,SMALL,7342,1976,103,J,Y,COSMOS 860 COOLANT,1976-103J,29196
1991-082AN,28325,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,101.32,98.64,877,765,,,0,SMALL,7340,1991,82,AN,Y,DMSP 5D-2 F11 DEB,1991-082AN,28325
1976-103H,29195,DEBRIS,COSMOS 860 COOLANT,CIS,1976-10-17,TTMTR,,103.89,64.70,974,911,,,0,SMALL,7342,1976,103,H,Y,COSMOS 860 COOLANT,1976-103H,29195
2014-063A,40275,PAYLOAD,YAOGAN 22,PRC,2014-10-20,TSC,,109.47,100.50,1207,1197,,,0,LARGE,7346,2014,63,A,Y,YAOGAN 22,2014-063A,40275
1991-082Z,28312,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,101.33,98.82,829,814,,,0,SMALL,7340,1991,82,Z,Y,DMSP 5D-2 F11 DEB,1991-082Z,28312
1993-014M,28284,DEBRIS,SL-18 DEB,CIS,1993-03-25,PKMTR,,98.40,75.74,754,610,,,0,SMALL,7340,1993,14,M,Y,SL-18 DEB,1993-014M,28284
1993-036BRZ,38067,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.03,74.02,768,657,,,0,SMALL,7338,1993,36,BRZ,Y,COSMOS 2251 DEB,1993-036BRZ,38067
1993-036BRU,38062,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.07,74.02,735,693,,,0,SMALL,7338,1993,36,BRU,Y,COSMOS 2251 DEB,1993-036BRU,38062
1993-036BRM,38055,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.77,74.02,764,636,,,0,SMALL,7338,1993,36,BRM,Y,COSMOS 2251 DEB,1993-036BRM,38055
1968-002G,29183,DEBRIS,DELTA 1 DEB,US,1968-01-11,AFWTR,,108.32,105.80,1339,958,,,0,SMALL,7342,1968,2,G,Y,DELTA 1 DEB,1968-002G,29183
2014-059B,40262,ROCKET BODY,CZ-2C R/B,PRC,2014-09-28,JSC,,97.88,98.25,688,626,,,0,LARGE,7346,2014,59,B,Y,CZ-2C R/B,2014-059B,40262
2014-059A,40261,PAYLOAD,SJ-11-07,PRC,2014-09-28,JSC,,98.59,98.18,701,682,,,0,LARGE,7346,2014,59,A,Y,SJ-11-07,2014-059A,40261
1993-036BVP,40234,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,94.36,74.01,495,480,,,0,SMALL,7346,1993,36,BVP,Y,COSMOS 2251 DEB,1993-036BVP,40234
1997-051YQ,38028,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.99,86.33,778,738,,,0,SMALL,7338,1997,51,YQ,Y,IRIDIUM 33 DEB,1997-051YQ,38028
1993-036BVF,40226,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,96.32,74.07,620,545,,,0,SMALL,7346,1993,36,BVF,Y,COSMOS 2251 DEB,1993-036BVF,40226
1993-036BVD,40224,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.77,74.00,802,597,,,0,SMALL,7346,1993,36,BVD,Y,COSMOS 2251 DEB,1993-036BVD,40224
1993-036BVA,40221,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.09,73.90,797,538,,,0,SMALL,7346,1993,36,BVA,Y,COSMOS 2251 DEB,1993-036BVA,40221
1986-088E,40216,DEBRIS,SCOUT G-1 DEB,US,1986-11-14,AFWTR,,104.20,89.53,990,924,,,0,SMALL,7346,1986,88,E,Y,SCOUT G-1 DEB,1986-088E,40216
1979-095CN,40215,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.80,81.20,845,843,,,0,SMALL,7346,1979,95,CN,Y,METEOR 2-5 DEB,1979-095CN,40215
1979-095CL,40213,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.20,81.21,822,810,,,0,SMALL,7346,1979,95,CL,Y,METEOR 2-5 DEB,1979-095CL,40213
2011-076E,38011,PAYLOAD,SSOT,CHLE,2011-12-17,FRGUI,,97.17,97.86,624,622,,,0,MEDIUM,7338,2011,76,E,Y,SSOT,2011-076E,38011
1993-036BRC,38001,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.52,74.01,748,627,,,0,SMALL,7338,1993,36,BRC,Y,COSMOS 2251 DEB,1993-036BRC,38001
1993-036BRB,38000,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.73,74.02,725,671,,,0,SMALL,7338,1993,36,BRB,Y,COSMOS 2251 DEB,1993-036BRB,38000
1993-036BQX,37996,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,104.30,74.08,1181,742,,,0,SMALL,7338,1993,36,BQX,Y,COSMOS 2251 DEB,1993-036BQX,37996
1993-036BQP,37988,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.28,74.07,787,662,,,0,SMALL,7338,1993,36,BQP,Y,COSMOS 2251 DEB,1993-036BQP,37988
1993-036BQA,37975,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.54,74.02,917,651,,,0,SMALL,7338,1993,36,BQA,Y,COSMOS 2251 DEB,1993-036BQA,37975
1993-036BPY,37973,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.43,74.04,809,749,,,0,SMALL,7338,1993,36,BPY,Y,COSMOS 2251 DEB,1993-036BPY,37973
1993-036BPR,37966,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.94,74.00,724,692,,,0,SMALL,7338,1993,36,BPR,Y,COSMOS 2251 DEB,1993-036BPR,37966
1993-036BPK,37960,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.82,74.06,1089,695,,,0,SMALL,7338,1993,36,BPK,Y,COSMOS 2251 DEB,1993-036BPK,37960
2001-049PN,29104,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,94.49,97.48,505,482,,,0,SMALL,7342,2001,49,PN,Y,PSLV DEB,2001-049PN,29104
1993-036AZM,36384,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.16,74.03,729,708,,,0,SMALL,7343,1993,36,AZM,Y,COSMOS 2251 DEB,1993-036AZM,36384
1993-036AYV,36368,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.77,74.17,958,727,,,0,SMALL,7343,1993,36,AYV,Y,COSMOS 2251 DEB,1993-036AYV,36368
2011-068C,37932,ROCKET BODY,CZ-2D R/B,PRC,2011-11-20,JSC,,101.26,98.66,846,791,,,0,LARGE,7338,2011,68,C,Y,CZ-2D R/B,2011-068C,37932
1999-025EPD,37928,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.73,98.92,853,734,,,0,SMALL,7338,1999,25,EPD,Y,FENGYUN 1C DEB,1999-025EPD,37928
1967-114A,3035,PAYLOAD,ESSA 6 (TOS-D),US,1967-11-10,AFWTR,,114.81,102.21,1485,1409,,,0,MEDIUM,7344,1967,114,A,Y,ESSA 6 (TOS-D),1967-114A,3035
1991-082CF,29086,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,99.14,98.64,724,711,,,0,SMALL,7342,1991,82,CF,Y,DMSP 5D-2 F11 DEB,1991-082CF,29086
1999-025ENP,37914,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.38,99.03,926,817,,,0,SMALL,7338,1999,25,ENP,Y,FENGYUN 1C DEB,1999-025ENP,37914
1999-025ENN,37913,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.95,98.90,808,609,,,0,SMALL,7338,1999,25,ENN,Y,FENGYUN 1C DEB,1999-025ENN,37913
1999-025ENJ,37909,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.64,98.92,1130,825,,,0,SMALL,7338,1999,25,ENJ,Y,FENGYUN 1C DEB,1999-025ENJ,37909
1999-025ETP,38722,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.39,99.34,1004,645,,,0,SMALL,7344,1999,25,ETP,Y,FENGYUN 1C DEB,1999-025ETP,38722
1999-025ENA,37901,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.77,97.91,740,564,,,0,SMALL,7338,1999,25,ENA,Y,FENGYUN 1C DEB,1999-025ENA,37901
1999-025EMU,37895,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.93,99.18,1330,840,,,0,SMALL,7338,1999,25,EMU,Y,FENGYUN 1C DEB,1999-025EMU,37895
1991-082BU,29073,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,100.11,98.63,775,752,,,0,SMALL,7342,1991,82,BU,Y,DMSP 5D-2 F11 DEB,1991-082BU,29073
1966-040AW,37891,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.58,100.58,1166,1063,,,0,SMALL,7338,1966,40,AW,Y,NIMBUS 2 DEB,1966-040AW,37891
1982-025X,36337,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.47,82.53,888,863,,,0,SMALL,7343,1982,25,X,Y,METEOR 2-8 DEB,1982-025X,36337
1982-025Q,36330,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.01,82.54,863,844,,,0,SMALL,7343,1982,25,Q,Y,METEOR 2-8 DEB,1982-025Q,36330
1991-082BT,29072,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,98.60,98.89,732,652,,,0,SMALL,7342,1991,82,BT,Y,DMSP 5D-2 F11 DEB,1991-082BT,29072
1972-022D,36305,DEBRIS,METEOR 1-11 DEB,CIS,1972-03-30,PKMTR,,99.84,81.20,762,740,,,0,SMALL,7343,1972,22,D,Y,METEOR 1-11 DEB,1972-022D,36305
2008-056G,36291,DEBRIS,CZ-2D DEB,PRC,2008-11-05,JSC,,102.63,98.49,1012,754,,,0,SMALL,7343,2008,56,G,Y,CZ-2D DEB,2008-056G,36291
1978-100AX,29065,DEBRIS,SL-14 DEB,CIS,1978-10-26,PKMTR,,120.13,82.54,1701,1673,,,0,SMALL,7342,1978,100,AX,Y,SL-14 DEB,1978-100AX,29065
1965-027BL,29061,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.30,90.28,1310,1263,,,0,SMALL,7342,1965,27,BL,Y,OPS 4682 DEB,1965-027BL,29061
1965-027BK,29060,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.28,90.29,1309,1262,,,0,SMALL,7342,1965,27,BK,Y,OPS 4682 DEB,1965-027BK,29060
1999-025DXG,36279,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.87,98.59,893,801,,,0,SMALL,7343,1999,25,DXG,Y,FENGYUN 1C DEB,1999-025DXG,36279
1999-025DWL,36259,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.98,98.83,811,799,,,0,SMALL,7343,1999,25,DWL,Y,FENGYUN 1C DEB,1999-025DWL,36259
2011-044H,37795,ROCKET BODY,BPA-2/SL-24 R/B,UKR,2011-08-17,OREN,,104.97,98.16,1295,690,,,0,LARGE,7338,2011,44,H,Y,BPA-2/SL-24 R/B,2011-044H,37795
2011-044G,37794,PAYLOAD,SICH 2,UKR,2011-08-17,OREN,,98.50,97.94,695,679,,,0,MEDIUM,7338,2011,44,G,Y,SICH 2,2011-044G,37794
2014-040D,40089,PAYLOAD,ORBCOMM FM 111,ORB,2014-07-14,AFETR,,97.48,47.01,663,612,,,0,MEDIUM,7346,2014,40,D,Y,ORBCOMM FM 111,2014-040D,40089
2011-043A,37781,PAYLOAD,HAIYANG 2A,PRC,2011-08-15,TSC,,104.44,99.32,969,968,,,0,LARGE,7338,2011,43,A,Y,HAIYANG 2A,2011-043A,37781
2014-037D,40072,PAYLOAD,SKYSAT 2,US,2014-07-08,TTMTR,,97.21,98.46,631,620,,,0,MEDIUM,7346,2014,37,D,Y,SKYSAT 2,2014-037D,40072
1999-025DWF,36254,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.03,99.56,799,625,,,0,SMALL,7343,1999,25,DWF,Y,FENGYUN 1C DEB,1999-025DWF,36254
2014-033AD,40037,PAYLOAD,PERSEUS M2,CIS,2014-06-19,OREN,,96.87,97.89,618,600,,,0,MEDIUM,7346,2014,33,AD,Y,PERSEUS M2,2014-033AD,40037
1999-025DVF,36230,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.31,99.61,1177,841,,,0,SMALL,7343,1999,25,DVF,Y,FENGYUN 1C DEB,1999-025DVF,36230
1999-025DTZ,36200,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.66,99.40,885,790,,,0,SMALL,7343,1999,25,DTZ,Y,FENGYUN 1C DEB,1999-025DTZ,36200
2011-039A,37765,PAYLOAD,SJ-11-02,PRC,2011-07-29,JSC,,98.52,98.49,695,681,,,0,LARGE,7338,2011,39,A,Y,SJ-11-02,2011-039A,37765
1999-025DST,36170,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.47,98.02,1022,823,,,0,SMALL,7343,1999,25,DST,Y,FENGYUN 1C DEB,1999-025DST,36170
2014-033S,40026,PAYLOAD,FLOCK 1C 7,US,2014-06-19,OREN,,96.59,97.95,602,589,,,0,SMALL,7346,2014,33,S,Y,FLOCK 1C 7,2014-033S,40026
2014-033M,40021,PAYLOAD,DUCHIFAT 1,ISRA,2014-06-19,OREN,,96.58,97.94,603,587,,,0,SMALL,7346,2014,33,M,Y,DUCHIFAT 1,2014-033M,40021
1987-068DH,39981,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,,103.49,82.55,929,919,,,0,SMALL,7346,1987,68,DH,Y,SL-14 DEB,1987-068DH,39981
1999-057MX,28067,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,99.43,98.59,796,667,,,0,SMALL,7340,1999,57,MX,Y,CZ-4 DEB,1999-057MX,28067
1987-068DE,39978,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,,103.47,82.41,959,887,,,0,SMALL,7346,1987,68,DE,Y,SL-14 DEB,1987-068DE,39978
1981-053NJ,39948,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,106.45,83.06,1208,916,,,0,SMALL,7346,1981,53,NJ,Y,COSMOS 1275 DEB,1981-053NJ,39948
1981-053NF,39945,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.42,82.95,997,937,,,0,SMALL,7346,1981,53,NF,Y,COSMOS 1275 DEB,1981-053NF,39945
1981-053NE,39944,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,98.93,82.83,724,692,,,0,SMALL,7346,1981,53,NE,Y,COSMOS 1275 DEB,1981-053NE,39944
