INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
2000-055FU,41268,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.35,98.94,892,849,,,0,SMALL,7345,2000,55,FU,Y,NOAA 16 DEB,2000-055FU,41268
1989-086A,20305,PAYLOAD,METEOR 3-3,CIS,1989-10-24,PKMTR,,110.38,82.55,1250,1238,,,0,LARGE,7338,1989,86,A,Y,METEOR 3-3,1989-086A,20305
1975-052BY,21354,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,108.65,99.51,1343,985,,,0,SMALL,7343,1975,52,BY,Y,DELTA 1 DEB,1975-052BY,21354
1991-009AN,21175,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.21,73.94,1672,1439,,,0,SMALL,7342,1991,9,AN,Y,SL-8 DEB,1991-009AN,21175
1989-074E,20236,PAYLOAD,COSMOS 2042,CIS,1989-09-14,PKMTR,,113.91,82.58,1411,1401,,,0,LARGE,7338,1989,74,E,Y,COSMOS 2042,1989-074E,20236
1991-045A,21527,PAYLOAD,REX,US,1991-06-29,AFWTR,,101.20,89.57,863,767,,,0,MEDIUM,7346,1991,45,A,Y,REX,1991-045A,21527
1975-052GU,21523,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,119.42,99.57,2230,1079,,,0,SMALL,7346,1975,52,GU,Y,DELTA 1 DEB,1975-052GU,21523
1975-052BW,21352,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,109.65,99.53,1436,985,,,0,SMALL,7343,1975,52,BW,Y,DELTA 1 DEB,1975-052BW,21352
1989-068A,20196,PAYLOAD,COSMOS 2037,CIS,1989-08-28,PKMTR,,116.07,73.57,1524,1484,,,0,LARGE,7338,1989,68,A,Y,COSMOS 2037,1989-068A,20196
1990-057B,20671,ROCKET BODY,SL-14 R/B,CIS,1990-06-27,PKMTR,,104.00,82.55,960,935,,,0,LARGE,7345,1990,57,B,Y,SL-14 R/B,1990-057B,20671
2000-055FJ,41258,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.93,98.98,846,759,,,0,SMALL,7345,2000,55,FJ,Y,NOAA 16 DEB,2000-055FJ,41258
1990-057A,20670,PAYLOAD,METEOR 2-19,CIS,1990-06-27,PKMTR,,103.99,82.55,960,935,,,0,LARGE,7345,1990,57,A,Y,METEOR 2-19,1990-057A,20670
1991-009CQ,21750,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.21,74.07,1646,1465,,,0,SMALL,7340,1991,9,CQ,Y,SL-8 DEB,1991-009CQ,21750
2000-055FH,41257,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.76,98.95,867,817,,,0,SMALL,7345,2000,55,FH,Y,NOAA 16 DEB,2000-055FH,41257
1989-059B,20150,ROCKET BODY,SL-8 R/B,CIS,1989-07-25,PKMTR,,104.68,82.94,1002,957,,,0,LARGE,7338,1989,59,B,Y,SL-8 R/B,1989-059B,20150
2000-055FF,41255,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.10,98.75,843,778,,,0,SMALL,7345,2000,55,FF,Y,NOAA 16 DEB,2000-055FF,41255
2019-071P,45124,TBA,OBJECT P,US,2019-11-02,WLPIS,,93.88,51.64,471,457,,,0,SMALL,7337,2019,71,P,Y,OBJECT P,2019-071P,45124
2019-071N,45123,TBA,OBJECT N,US,2019-11-02,WLPIS,,93.90,51.65,472,458,,,0,SMALL,7337,2019,71,N,Y,OBJECT N,2019-071N,45123
2019-071M,45122,TBA,OBJECT M,US,2019-11-02,WLPIS,,93.88,51.64,472,457,,,0,MEDIUM,7337,2019,71,M,Y,OBJECT M,2019-071M,45122
1990-055D,20666,ROCKET BODY,SL-6 R/B(2),CIS,1990-06-21,PKMTR,,96.49,62.79,622,559,,,0,LARGE,7345,1990,55,D,Y,SL-6 R/B(2),1990-055D,20666
2013-076Y,45109,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,117.84,82.43,1694,1474,,1,0,SMALL,7337,2013,76,Y,Y,COSMOS 2491 DEB,2013-076Y,45109
1990-046B,20625,ROCKET BODY,SL-16 R/B,CIS,1990-05-22,TTMTR,,101.79,71.00,855,832,,,0,LARGE,7345,1990,46,B,Y,SL-16 R/B,1990-046B,20625
1977-121BW,20032,DEBRIS,COSMOS 970 DEB *,CIS,1977-12-21,TTMTR,,102.63,65.67,1240,526,,,0,SMALL,7338,1977,121,BW,Y,COSMOS 970 DEB *,1977-121BW,20032
1978-026HS,20029,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,100.15,98.52,813,718,,,0,SMALL,7338,1978,26,HS,Y,DELTA 1 DEB,1978-026HS,20029
2000-055FC,41252,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.76,98.96,936,842,,,0,SMALL,7345,2000,55,FC,Y,NOAA 16 DEB,2000-055FC,41252
2020-006AY,45090,PAYLOAD,STARLINK-1176,US,2020-01-29,AFETR,,95.64,53.00,551,549,,,0,LARGE,7337,2020,6,AY,Y,STARLINK-1176,2020-006AY,45090
2016-002A,41240,PAYLOAD,JASON 3,US,2016-01-17,AFWTR,,112.42,66.04,1344,1332,,,0,LARGE,7345,2016,2,A,Y,JASON 3,2016-002A,41240
1990-043B,20608,PAYLOAD,MACSAT 2 (M 2),US,1990-05-09,AFWTR,,97.60,89.74,708,580,,,0,MEDIUM,7345,1990,43,B,Y,MACSAT 2 (M 2),1990-043B,20608
1990-037B,20580,PAYLOAD,HST,US,1990-04-24,AFETR,,95.40,28.47,540,536,,,0,LARGE,7345,1990,37,B,Y,HST,1990-037B,20580
2018-082C,45037,DEBRIS,COSMOS 2528 DEB,CIS,2018-10-25,PKMTR,,103.27,67.23,926,900,,,0,LARGE,7337,2018,82,C,Y,COSMOS 2528 DEB,2018-082C,45037
2000-055ED,41224,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.19,98.94,888,837,,,0,SMALL,7345,2000,55,ED,Y,NOAA 16 DEB,2000-055ED,41224
2000-055EA,41221,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.94,98.93,844,762,,,0,SMALL,7345,2000,55,EA,Y,NOAA 16 DEB,2000-055EA,41221
2020-003F,45021,DEBRIS,CZ-2D DEB,PRC,2020-01-15,TSC,,94.24,97.35,488,475,,,0,SMALL,7337,2020,3,F,Y,CZ-2D DEB,2020-003F,45021
2020-003C,45018,PAYLOAD,NUSAT-8 (MARIE),ARGN,2020-01-15,TSC,,94.28,97.32,493,474,,,0,MEDIUM,7337,2020,3,C,Y,NUSAT-8 (MARIE),2020-003C,45018
2019-039AF,45014,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,98.33,97.13,770,588,,1,0,SMALL,7337,2019,39,AF,Y,COSMOS 2535 DEB,2019-039AF,45014
2019-039AC,45011,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,98.81,97.05,793,611,,1,0,SMALL,7337,2019,39,AC,Y,COSMOS 2535 DEB,2019-039AC,45011
2019-039AB,45010,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,95.52,97.40,652,436,,1,0,SMALL,7337,2019,39,AB,Y,COSMOS 2535 DEB,2019-039AB,45010
2019-039Y,45007,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,98.62,97.73,897,488,,,0,SMALL,7337,2019,39,Y,Y,COSMOS 2535 DEB,2019-039Y,45007
2019-039Q,44999,DEBRIS,COSMOS 2535 DEB,CIS,2019-07-10,PKMTR,,98.13,97.05,737,602,,1,0,MEDIUM,7337,2019,39,Q,Y,COSMOS 2535 DEB,2019-039Q,44999
1990-031F,20565,DEBRIS,ATLAS 28E DEB,US,1990-04-11,AFWTR,,97.28,89.84,671,586,,,0,MEDIUM,7345,1990,31,F,Y,ATLAS 28E DEB,1990-031F,20565
2013-076R,44996,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,115.86,82.48,1503,1486,,,0,SMALL,7337,2013,76,R,Y,COSMOS 2491 DEB,2013-076R,44996
1997-051ABM,44995,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,96.22,86.33,594,561,,1,0,SMALL,7337,1997,51,ABM,Y,IRIDIUM 33 DEB,1997-051ABM,44995
2013-076J,44988,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,115.20,82.46,1489,1439,,1,0,MEDIUM,7337,2013,76,J,Y,COSMOS 2491 DEB,2013-076J,44988
2000-055DW,41217,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.47,98.82,908,843,,,0,SMALL,7345,2000,55,DW,Y,NOAA 16 DEB,2000-055DW,41217
2000-055DU,41215,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.35,98.80,844,802,,,0,SMALL,7345,2000,55,DU,Y,NOAA 16 DEB,2000-055DU,41215
1990-031E,20564,DEBRIS,ATLAS 28E DEB,US,1990-04-11,AFWTR,,97.32,89.86,673,588,,,0,MEDIUM,7345,1990,31,E,Y,ATLAS 28E DEB,1990-031E,20564
2020-001AP,44951,PAYLOAD,STARLINK-1126,US,2020-01-07,AFETR,,95.64,53.00,551,548,,,0,LARGE,7337,2020,1,AP,Y,STARLINK-1126,2020-001AP,44951
2020-001AJ,44946,PAYLOAD,STARLINK-1110,US,2020-01-07,AFETR,,95.64,53.00,551,548,,,0,LARGE,7337,2020,1,AJ,Y,STARLINK-1110,2020-001AJ,44946
1990-031D,20563,ROCKET BODY,ATLAS 28E R/B,US,1990-04-11,AFWTR,,97.67,89.85,694,600,,,0,MEDIUM,7345,1990,31,D,Y,ATLAS 28E R/B,1990-031D,20563
2002-009B,27387,ROCKET BODY,ARIANE 5 R/B,FR,2002-03-01,FRGUI,,100.28,98.61,796,748,,,0,LARGE,7345,2002,9,B,Y,ARIANE 5 R/B,2002-009B,27387
1999-057MK,27385,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,96.18,97.93,606,545,,,0,SMALL,7345,1999,57,MK,Y,CZ-4 DEB,1999-057MK,27385
2000-055DS,41213,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.58,98.98,860,807,,,0,SMALL,7345,2000,55,DS,Y,NOAA 16 DEB,2000-055DS,41213
1975-052JG,21680,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,113.20,99.61,1667,1080,,,0,SMALL,7339,1975,52,JG,Y,DELTA 1 DEB,1975-052JG,21680
2000-055DJ,41205,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.56,98.93,848,817,,,0,SMALL,7345,2000,55,DJ,Y,NOAA 16 DEB,2000-055DJ,41205
2019-093M,44890,TBA,OBJECT M,TBD,2019-12-20,TSC,,96.93,97.91,647,577,,,0,SMALL,7337,2019,93,M,Y,OBJECT M,2019-093M,44890
2019-093G,44885,TBA,OBJECT G,TBD,2019-12-20,TSC,,97.16,97.96,634,612,,,0,SMALL,7337,2019,93,G,Y,OBJECT G,2019-093G,44885
1990-029J,20557,ROCKET BODY,SL-8 R/B,CIS,1990-04-06,PKMTR,,117.73,73.99,1700,1458,,,0,LARGE,7345,1990,29,J,Y,SL-8 R/B,1990-029J,20557
2000-055DE,41201,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.67,98.89,918,851,,,0,SMALL,7345,2000,55,DE,Y,NOAA 16 DEB,2000-055DE,41201
2000-055DC,41199,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.87,98.88,939,849,,,0,SMALL,7345,2000,55,DC,Y,NOAA 16 DEB,2000-055DC,41199
2002-004B,27371,ROCKET BODY,PEGASUS R/B,US,2002-02-05,ERAS,,95.42,38.03,547,531,,,0,LARGE,7345,2002,4,B,Y,PEGASUS R/B,2002-004B,27371
1990-029H,20556,PAYLOAD,COSMOS 2071,CIS,1990-04-06,PKMTR,,115.12,73.98,1463,1459,,,0,MEDIUM,7345,1990,29,H,Y,COSMOS 2071,1990-029H,20556
2002-004A,27370,PAYLOAD,RHESSI,US,2002-02-05,ERAS,,93.94,38.03,475,459,,,0,LARGE,7345,2002,4,A,Y,RHESSI,2002-004A,27370
1990-029F,20554,PAYLOAD,COSMOS 2069,CIS,1990-04-06,PKMTR,,114.79,73.98,1463,1428,,,0,MEDIUM,7345,1990,29,F,Y,COSMOS 2069,1990-029F,20554
1992-093HD,22543,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,100.46,71.36,844,717,,,0,SMALL,7337,1992,93,HD,Y,SL-16 DEB,1992-093HD,22543
1990-029E,20553,PAYLOAD,COSMOS 2068,CIS,1990-04-06,PKMTR,,114.63,73.98,1463,1414,,,0,MEDIUM,7345,1990,29,E,Y,COSMOS 2068,1990-029E,20553
2015-081L,41189,PAYLOAD,ORBCOMM FM 116,ORB,2015-12-22,AFETR,,98.98,47.00,712,708,,,0,MEDIUM,7345,2015,81,L,Y,ORBCOMM FM 116,2015-081L,41189
2015-081K,41188,PAYLOAD,ORBCOMM FM 117,ORB,2015-12-22,AFETR,,98.98,47.00,712,708,,,0,MEDIUM,7345,2015,81,K,Y,ORBCOMM FM 117,2015-081K,41188
1990-029D,20552,PAYLOAD,COSMOS 2067,CIS,1990-04-06,PKMTR,,114.48,73.98,1463,1400,,,0,MEDIUM,7345,1990,29,D,Y,COSMOS 2067,1990-029D,20552
1992-093GK,22500,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,101.10,70.85,858,763,,,0,SMALL,7337,1992,93,GK,Y,SL-16 DEB,1992-093GK,22500
1992-093GE,22495,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,99.27,71.18,734,714,,,0,SMALL,7337,1992,93,GE,Y,SL-16 DEB,1992-093GE,22495
1993-009B,22490,PAYLOAD,SCD 1,BRAZ,1993-02-09,AFETR,,99.68,24.97,774,713,,,0,MEDIUM,7337,1993,9,B,Y,SCD 1,1993-009B,22490
1993-009A,22489,PAYLOAD,OXP 1,US,1993-02-09,AFETR,,99.66,24.97,771,713,,,0,LARGE,7337,1993,9,A,Y,OXP 1,1993-009A,22489
1992-093FV,22480,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,99.87,71.12,805,699,,,0,SMALL,7337,1992,93,FV,Y,SL-16 DEB,1992-093FV,22480
2015-081J,41187,PAYLOAD,ORBCOMM FM 108,ORB,2015-12-22,AFETR,,98.98,47.01,711,708,,,0,MEDIUM,7345,2015,81,J,Y,ORBCOMM FM 108,2015-081J,41187
1992-093FS,22477,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,97.81,70.87,703,605,,,0,SMALL,7337,1992,93,FS,Y,SL-16 DEB,1992-093FS,22477
2015-081H,41186,PAYLOAD,ORBCOMM FM 115,ORB,2015-12-22,AFETR,,98.72,47.00,698,697,,,0,MEDIUM,7345,2015,81,H,Y,ORBCOMM FM 115,2015-081H,41186
2015-081E,41183,PAYLOAD,ORBCOMM FM 118,ORB,2015-12-22,AFETR,,98.98,47.00,711,709,,,0,MEDIUM,7345,2015,81,E,Y,ORBCOMM FM 118,2015-081E,41183
2014-087D,41542,DEBRIS,RESURS P2 DEB,CIS,2014-12-26,TTMTR,,92.46,97.39,398,392,,,0,SMALL,7342,2014,87,D,Y,RESURS P2 DEB,2014-087D,41542
2015-078A,41173,PAYLOAD,DAMPE,PRC,2015-12-17,JSC,,94.50,97.32,503,486,,,0,LARGE,7345,2015,78,A,Y,DAMPE,2015-078A,41173
1991-007C,21091,DEBRIS,SL-8 DEB,CIS,1991-02-05,PKMTR,,104.36,82.93,986,943,,,0,SMALL,7343,1991,7,C,Y,SL-8 DEB,1991-007C,21091
1990-029C,20551,PAYLOAD,COSMOS 2066,CIS,1990-04-06,PKMTR,,114.32,73.98,1463,1386,,,0,MEDIUM,7345,1990,29,C,Y,COSMOS 2066,1990-029C,20551
1990-029B,20550,PAYLOAD,COSMOS 2065,CIS,1990-04-06,PKMTR,,115.28,73.98,1475,1461,,,0,MEDIUM,7345,1990,29,B,Y,COSMOS 2065,1990-029B,20550
1990-028B,20547,PAYLOAD,USA 55,US,1990-04-05,AFWTR,,94.45,94.09,550,433,,,0,MEDIUM,7345,1990,28,B,Y,USA 55,1990-028B,20547
1992-093EN,22445,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.00,71.26,906,800,,,0,SMALL,7337,1992,93,EN,Y,SL-16 DEB,1992-093EN,22445
1992-093EL,22443,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,100.25,71.10,821,720,,,0,SMALL,7337,1992,93,EL,Y,SL-16 DEB,1992-093EL,22443
2015-077G,41172,ROCKET BODY,PSLV R/B,IND,2015-12-16,SRI,,93.50,14.69,508,384,,,0,LARGE,7345,2015,77,G,Y,PSLV R/B,2015-077G,41172
1990-023B,20528,ROCKET BODY,SL-8 R/B,CIS,1990-03-20,PKMTR,,104.89,82.93,1012,966,,,0,LARGE,7345,1990,23,B,Y,SL-8 R/B,1990-023B,20528
2015-077D,41169,PAYLOAD,TELEOS 1,SING,2015-12-16,SRI,,95.33,14.98,542,527,,,0,LARGE,7345,2015,77,D,Y,TELEOS 1,2015-077D,41169
1992-093ED,22436,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,98.83,71.51,745,660,,,0,SMALL,7337,1992,93,ED,Y,SL-16 DEB,1992-093ED,22436
1990-023A,20527,PAYLOAD,COSMOS 2061,CIS,1990-03-20,PKMTR,,104.94,82.94,1014,970,,,0,LARGE,7345,1990,23,A,Y,COSMOS 2061,1990-023A,20527
2015-077C,41168,PAYLOAD,ATHENOXAT 1,SING,2015-12-16,SRI,,95.09,14.99,531,515,,,0,MEDIUM,7345,2015,77,C,Y,ATHENOXAT 1,2015-077C,41168
1992-093DS,22425,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.33,71.18,1000,832,,,0,SMALL,7337,1992,93,DS,Y,SL-16 DEB,1992-093DS,22425
2015-077A,41166,PAYLOAD,VELOX C1,SING,2015-12-16,SRI,,95.36,14.98,544,528,,,0,MEDIUM,7345,2015,77,A,Y,VELOX C1,2015-077A,41166
2000-055CR,41158,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.63,98.90,847,824,,,0,SMALL,7345,2000,55,CR,Y,NOAA 16 DEB,2000-055CR,41158
2000-055NA,41526,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.43,98.93,850,803,,,0,SMALL,7342,2000,55,NA,Y,NOAA 16 DEB,2000-055NA,41526
1992-093DM,22420,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,97.47,70.99,686,590,,,0,SMALL,7337,1992,93,DM,Y,SL-16 DEB,1992-093DM,22420
1992-093DL,22419,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.25,71.18,992,833,,,0,SMALL,7337,1992,93,DL,Y,SL-16 DEB,1992-093DL,22419
2000-055CQ,41157,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.25,98.96,889,841,,,0,SMALL,7345,2000,55,CQ,Y,NOAA 16 DEB,2000-055CQ,41157
1992-093DH,22416,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.47,70.96,933,818,,,0,SMALL,7337,1992,93,DH,Y,SL-16 DEB,1992-093DH,22416
2001-049CW,27150,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,94.89,97.82,533,493,,,0,SMALL,7345,2001,49,CW,Y,PSLV DEB,2001-049CW,27150
2000-055CN,41155,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.70,98.87,855,824,,,0,SMALL,7345,2000,55,CN,Y,NOAA 16 DEB,2000-055CN,41155
2000-055BY,41141,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.79,98.98,843,748,,,0,SMALL,7345,2000,55,BY,Y,NOAA 16 DEB,2000-055BY,41141
1992-093CX,22406,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.22,70.75,1086,829,,,0,SMALL,7337,1992,93,CX,Y,SL-16 DEB,1992-093CX,22406
1992-093CR,22400,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.80,71.24,1056,821,,,0,SMALL,7337,1992,93,CR,Y,SL-16 DEB,1992-093CR,22400
1992-093CP,22398,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.54,70.95,963,795,,,0,SMALL,7337,1992,93,CP,Y,SL-16 DEB,1992-093CP,22398
1992-093CN,22397,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,101.17,70.80,844,785,,,0,SMALL,7337,1992,93,CN,Y,SL-16 DEB,1992-093CN,22397
2001-049BX,27127,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,96.18,97.56,598,553,,,0,MEDIUM,7345,2001,49,BX,Y,PSLV DEB,2001-049BX,27127
1992-093CL,22395,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,101.08,71.15,873,747,,,0,SMALL,7337,1992,93,CL,Y,SL-16 DEB,1992-093CL,22395
1992-093CF,22390,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.61,71.17,939,825,,,0,MEDIUM,7337,1992,93,CF,Y,SL-16 DEB,1992-093CF,22390
1992-093BX,22382,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.75,70.87,1056,816,,,0,SMALL,7337,1992,93,BX,Y,SL-16 DEB,1992-093BX,22382
2001-049BW,27126,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,96.63,98.18,625,569,,,0,MEDIUM,7345,2001,49,BW,Y,PSLV DEB,2001-049BW,27126
1992-093BP,22374,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.91,70.79,1076,810,,,0,SMALL,7337,1992,93,BP,Y,SL-16 DEB,1992-093BP,22374
1992-093BK,22370,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.50,70.98,959,795,,,0,SMALL,7337,1992,93,BK,Y,SL-16 DEB,1992-093BK,22370
1992-093BJ,22369,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.29,70.89,989,839,,,0,MEDIUM,7337,1992,93,BJ,Y,SL-16 DEB,1992-093BJ,22369
1992-093BG,22367,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.13,70.90,1093,815,,,0,MEDIUM,7337,1992,93,BG,Y,SL-16 DEB,1992-093BG,22367
1990-114F,21033,PAYLOAD,COSMOS 2119,CIS,1990-12-22,PKMTR,,113.72,82.57,1407,1387,,,0,LARGE,7343,1990,114,F,Y,COSMOS 2119,1990-114F,21033
2000-055AX,41088,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.33,98.98,803,746,,,0,SMALL,7345,2000,55,AX,Y,NOAA 16 DEB,2000-055AX,41088
1992-093BA,22361,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.38,70.77,1102,828,,,0,MEDIUM,7337,1992,93,BA,Y,SL-16 DEB,1992-093BA,22361
1992-093AY,22359,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.55,70.74,1051,802,,,0,SMALL,7337,1992,93,AY,Y,SL-16 DEB,1992-093AY,22359
1992-093AX,22358,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.01,71.23,1055,841,,,0,MEDIUM,7337,1992,93,AX,Y,SL-16 DEB,1992-093AX,22358
2000-055AW,41087,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.21,98.77,873,854,,,0,SMALL,7345,2000,55,AW,Y,NOAA 16 DEB,2000-055AW,41087
1992-093AT,22354,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.43,71.15,1027,815,,,0,MEDIUM,7337,1992,93,AT,Y,SL-16 DEB,1992-093AT,22354
1992-093AR,22352,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.83,70.89,946,838,,,0,MEDIUM,7337,1992,93,AR,Y,SL-16 DEB,1992-093AR,22352
1992-093AQ,22351,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.72,70.91,963,812,,,0,SMALL,7337,1992,93,AQ,Y,SL-16 DEB,1992-093AQ,22351
1992-093AP,22350,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.45,70.91,924,826,,,0,MEDIUM,7337,1992,93,AP,Y,SL-16 DEB,1992-093AP,22350
1992-093AN,22349,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.29,70.82,1097,825,,,0,SMALL,7337,1992,93,AN,Y,SL-16 DEB,1992-093AN,22349
2000-055AU,41085,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.64,98.81,853,820,,,0,SMALL,7345,2000,55,AU,Y,NOAA 16 DEB,2000-055AU,41085
2001-049BR,27121,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,94.82,97.21,538,482,,,0,SMALL,7345,2001,49,BR,Y,PSLV DEB,2001-049BR,27121
2000-055AT,41084,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.66,98.81,850,824,,,0,SMALL,7345,2000,55,AT,Y,NOAA 16 DEB,2000-055AT,41084
2000-055AN,41079,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,104.24,98.90,1068,850,,,0,SMALL,7345,2000,55,AN,Y,NOAA 16 DEB,2000-055AN,41079
2000-055MX,41523,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.98,98.85,861,844,,,0,SMALL,7342,2000,55,MX,Y,NOAA 16 DEB,2000-055MX,41523
2000-055AA,41067,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.93,98.77,854,846,,,0,SMALL,7345,2000,55,AA,Y,NOAA 16 DEB,2000-055AA,41067
1990-114D,21031,PAYLOAD,COSMOS 2117,CIS,1990-12-22,PKMTR,,113.84,82.57,1409,1396,,,0,LARGE,7343,1990,114,D,Y,COSMOS 2117,1990-114D,21031
1992-093AB,22338,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,98.53,70.62,751,626,,,0,SMALL,7337,1992,93,AB,Y,SL-16 DEB,1992-093AB,22338
1992-093AA,22337,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.03,71.29,1059,839,,,0,MEDIUM,7337,1992,93,AA,Y,SL-16 DEB,1992-093AA,22337
1992-093Z,22336,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.38,71.13,1006,831,,,0,MEDIUM,7337,1992,93,Z,Y,SL-16 DEB,1992-093Z,22336
2000-055S,41059,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.71,98.80,857,823,,,0,SMALL,7345,2000,55,S,Y,NOAA 16 DEB,2000-055S,41059
1992-093U,22331,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.53,70.92,935,821,,,0,MEDIUM,7337,1992,93,U,Y,SL-16 DEB,1992-093U,22331
1992-093T,22330,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.40,70.42,957,787,,,0,SMALL,7337,1992,93,T,Y,SL-16 DEB,1992-093T,22330
